State,District,Id_Indicator,Indicator,NFHS5,NFHS4,Change
Manipur,Senapati,22,Female sterilization (%),2.8,2.5,0.2999999999999998
Manipur,Senapati,23,Male sterilization (%),0.1,0,0.1
Manipur,Senapati,24,IUD/PPIUD (%),4.3,3.7,0.5999999999999996
Manipur,Senapati,25,Pill (%),6.1,4.1,2
Manipur,Senapati,26,Condom (%),3.2,1,2.2
Manipur,Senapati,27,Injectables (%),0.8,0.2,0.6000000000000001
Manipur,Senapati,28,Total unmet need7 (%),8.5,30.6,-22.1
Manipur,Senapati,29,Unmet need for spacing7 (%),4.1,13.7,-9.6
Manipur,Senapati,30,Health worker ever talked to female non-users about family planning (%),6.4,7.2,-0.7999999999999998
Manipur,Senapati,31,Current users ever told about side effects of current method8 (%),44.9,29.9,15
Manipur,Senapati,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),77.1,30.4,46.699999999999996
Manipur,Senapati,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),37,37.4,-0.3999999999999986
Manipur,Senapati,42,Institutional births (%),45.8,38.2,7.599999999999994
Manipur,Senapati,73,Children under 5 years who are stunted (height-for-age)18 (%),27.3,35,-7.699999999999999
Manipur,Senapati,74,Children under 5 years who are wasted (weight-for-height)18 (%),10.7,8.2,2.5
Manipur,Senapati,76,Children under 5 years who are underweight (weight-for-age)18 (%),12.9,14.7,-1.799999999999999
Manipur,Senapati,77,Children under 5 years who are overweight (weight-for-height)20 (%),6.7,6.2,0.5
Manipur,Tamenglong,1,Female population age 6 years and above who ever attended school (%),78.4,72.7,5.700000000000003
Manipur,Tamenglong,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",932,1150,-218
Manipur,Tamenglong,15,Women with 10 or more years of schooling (%),33.1,27.1,6
Manipur,Tamenglong,17,Births in the 5 years preceding the survey that are third or higher order (%),2.3,4.2,-1.9000000000000004
Manipur,Tamenglong,20,Any method6 (%),65.2,16.2,49
Manipur,Tamenglong,21,Any modern method6 (%),22.2,9.6,12.6
Manipur,Tamenglong,22,Female sterilization (%),3.9,2.9,1
Manipur,Tamenglong,23,Male sterilization (%),0,0,0
Manipur,Tamenglong,24,IUD/PPIUD (%),12.3,4.8,7.500000000000001
Manipur,Tamenglong,25,Pill (%),1.5,1.1,0.3999999999999999
Manipur,Tamenglong,26,Condom (%),4.4,0.7,3.7
Manipur,Tamenglong,27,Injectables (%),0,0.1,-0.1
Manipur,Tamenglong,28,Total unmet need7 (%),8.4,30.1,-21.700000000000003
Manipur,Tamenglong,29,Unmet need for spacing7 (%),3.2,15.4,-12.2
Manipur,Tamenglong,30,Health worker ever talked to female non-users about family planning (%),4,11,-7
Manipur,Tamenglong,31,Current users ever told about side effects of current method8 (%),52.5,34.6,17.9
Manipur,Tamenglong,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),78.3,36.2,42.099999999999994
Manipur,Tamenglong,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),52.7,32.3,20.400000000000006
Manipur,Tamenglong,42,Institutional births (%),57.7,33.3,24.400000000000006
Manipur,Tamenglong,73,Children under 5 years who are stunted (height-for-age)18 (%),27.1,37.1,-10
Manipur,Tamenglong,74,Children under 5 years who are wasted (weight-for-height)18 (%),9.6,8.2,1.4000000000000004
Manipur,Tamenglong,76,Children under 5 years who are underweight (weight-for-age)18 (%),19.3,16.3,3
Manipur,Tamenglong,77,Children under 5 years who are overweight (weight-for-height)20 (%),1.6,4,-2.4
Manipur,Thoubal,1,Female population age 6 years and above who ever attended school (%),79.9,77.5,2.4000000000000057
Manipur,Thoubal,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",909,978,-69
Manipur,Thoubal,15,Women with 10 or more years of schooling (%),40.7,40.1,0.6000000000000014
Manipur,Thoubal,17,Births in the 5 years preceding the survey that are third or higher order (%),0.6,1.4,-0.7999999999999999
Manipur,Thoubal,20,Any method6 (%),72.2,24,48.2
Manipur,Thoubal,21,Any modern method6 (%),17.8,13.1,4.700000000000001
Manipur,Thoubal,22,Female sterilization (%),2.4,2,0.3999999999999999
Manipur,Thoubal,23,Male sterilization (%),0,0.1,-0.1
Manipur,Thoubal,24,IUD/PPIUD (%),5.5,4.8,0.7000000000000002
Manipur,Thoubal,25,Pill (%),4.9,4.6,0.3000000000000007
Manipur,Thoubal,26,Condom (%),4.8,1.3,3.5
Manipur,Thoubal,27,Injectables (%),0.2,0.3,-0.09999999999999998
Manipur,Thoubal,28,Total unmet need7 (%),6,33.1,-27.1
Manipur,Thoubal,29,Unmet need for spacing7 (%),2.3,15.3,-13
Manipur,Thoubal,30,Health worker ever talked to female non-users about family planning (%),2,7.9,-5.9
Manipur,Thoubal,31,Current users ever told about side effects of current method8 (%),54.2,46.6,7.600000000000001
Manipur,Thoubal,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),91.4,31,60.400000000000006
Manipur,Thoubal,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),75.6,68.9,6.699999999999989
Manipur,Thoubal,42,Institutional births (%),87.8,73.5,14.299999999999997
Manipur,Thoubal,73,Children under 5 years who are stunted (height-for-age)18 (%),31.5,30.1,1.3999999999999986
Manipur,Thoubal,74,Children under 5 years who are wasted (weight-for-height)18 (%),8.3,7,1.3000000000000007
Manipur,Thoubal,76,Children under 5 years who are underweight (weight-for-age)18 (%),14.9,17.9,-2.9999999999999982
Manipur,Thoubal,77,Children under 5 years who are overweight (weight-for-height)20 (%),4.9,3.1,1.8000000000000003
Manipur,Ukhrul,1,Female population age 6 years and above who ever attended school (%),83.7,83.3,0.4000000000000057
Manipur,Ukhrul,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",996,1041,-45
Manipur,Ukhrul,15,Women with 10 or more years of schooling (%),49.7,42.5,7.200000000000003
Manipur,Ukhrul,17,Births in the 5 years preceding the survey that are third or higher order (%),5.1,4.1,1
Manipur,Ukhrul,20,Any method6 (%),56.9,12.7,44.2
Manipur,Ukhrul,21,Any modern method6 (%),12.3,6.6,5.700000000000001
Manipur,Ukhrul,22,Female sterilization (%),2,0.6,1.4
Manipur,Ukhrul,23,Male sterilization (%),0,0,0
Manipur,Ukhrul,24,IUD/PPIUD (%),3.8,3.4,0.3999999999999999
Manipur,Ukhrul,25,Pill (%),2,1.6,0.3999999999999999
Manipur,Ukhrul,26,Condom (%),2.9,1.1,1.7999999999999998
Manipur,Ukhrul,27,Injectables (%),0.8,0,0.8
Manipur,Ukhrul,28,Total unmet need7 (%),12.7,30.7,-18
Manipur,Ukhrul,29,Unmet need for spacing7 (%),5.2,11.7,-6.499999999999999
Manipur,Ukhrul,30,Health worker ever talked to female non-users about family planning (%),6.7,8.7,-1.9999999999999991
Manipur,Ukhrul,31,Current users ever told about side effects of current method8 (%),41.4,NA,NA
Manipur,Ukhrul,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),78.3,29.7,48.599999999999994
Manipur,Ukhrul,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),44.9,33.6,11.299999999999997
Manipur,Ukhrul,42,Institutional births (%),44.6,33.7,10.899999999999999
Manipur,Ukhrul,73,Children under 5 years who are stunted (height-for-age)18 (%),27.1,32.7,-5.600000000000001
Manipur,Ukhrul,74,Children under 5 years who are wasted (weight-for-height)18 (%),11.6,7.2,4.3999999999999995
Manipur,Ukhrul,76,Children under 5 years who are underweight (weight-for-age)18 (%),16,11.1,4.9
Manipur,Ukhrul,77,Children under 5 years who are overweight (weight-for-height)20 (%),2,3.5,-1.5
Meghalaya,East Garo Hills,1,Female population age 6 years and above who ever attended school (%),90.9,NA,NA
Meghalaya,East Garo Hills,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",1427,NA,NA
Meghalaya,East Garo Hills,15,Women with 10 or more years of schooling (%),40.5,NA,NA
Meghalaya,East Garo Hills,17,Births in the 5 years preceding the survey that are third or higher order (%),1.9,NA,NA
Meghalaya,East Garo Hills,20,Any method6 (%),37,NA,NA
Meghalaya,East Garo Hills,21,Any modern method6 (%),35.8,NA,NA
Meghalaya,East Garo Hills,22,Female sterilization (%),4.4,NA,NA
Meghalaya,East Garo Hills,23,Male sterilization (%),0,NA,NA
Meghalaya,East Garo Hills,24,IUD/PPIUD (%),4.7,NA,NA
Meghalaya,East Garo Hills,25,Pill (%),18.5,NA,NA
Meghalaya,East Garo Hills,26,Condom (%),4.9,NA,NA
Meghalaya,East Garo Hills,27,Injectables (%),2.2,NA,NA
Meghalaya,East Garo Hills,28,Total unmet need7 (%),21,NA,NA
Meghalaya,East Garo Hills,29,Unmet need for spacing7 (%),12.4,NA,NA
Meghalaya,East Garo Hills,30,Health worker ever talked to female non-users about family planning (%),22.1,NA,NA
Meghalaya,East Garo Hills,31,Current users ever told about side effects of current method8 (%),79.2,NA,NA
Meghalaya,East Garo Hills,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),92.1,NA,NA
Meghalaya,East Garo Hills,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),59.9,NA,NA
Meghalaya,East Garo Hills,42,Institutional births (%),73.8,NA,NA
Meghalaya,East Garo Hills,73,Children under 5 years who are stunted (height-for-age)18 (%),39.7,NA,NA
Meghalaya,East Garo Hills,74,Children under 5 years who are wasted (weight-for-height)18 (%),20.1,NA,NA
Meghalaya,East Garo Hills,76,Children under 5 years who are underweight (weight-for-age)18 (%),26.5,NA,NA
Meghalaya,East Garo Hills,77,Children under 5 years who are overweight (weight-for-height)20 (%),4.1,NA,NA
Meghalaya,East Jantia Hills,1,Female population age 6 years and above who ever attended school (%),76,NA,NA
Meghalaya,East Jantia Hills,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",1015,NA,NA
Meghalaya,East Jantia Hills,15,Women with 10 or more years of schooling (%),23,NA,NA
Meghalaya,East Jantia Hills,17,Births in the 5 years preceding the survey that are third or higher order (%),6.3,NA,NA
Meghalaya,East Jantia Hills,20,Any method6 (%),33.6,NA,NA
Meghalaya,East Jantia Hills,21,Any modern method6 (%),24,NA,NA
Meghalaya,East Jantia Hills,22,Female sterilization (%),9.2,NA,NA
Meghalaya,East Jantia Hills,23,Male sterilization (%),0,NA,NA
Meghalaya,East Jantia Hills,24,IUD/PPIUD (%),1.9,NA,NA
Meghalaya,East Jantia Hills,25,Pill (%),7.6,NA,NA
Meghalaya,East Jantia Hills,26,Condom (%),2,NA,NA
Meghalaya,East Jantia Hills,27,Injectables (%),3.4,NA,NA
Meghalaya,East Jantia Hills,28,Total unmet need7 (%),26,NA,NA
Meghalaya,East Jantia Hills,29,Unmet need for spacing7 (%),20.1,NA,NA
Meghalaya,East Jantia Hills,30,Health worker ever talked to female non-users about family planning (%),44.1,NA,NA
Meghalaya,East Jantia Hills,31,Current users ever told about side effects of current method8 (%),81.1,NA,NA
Meghalaya,East Jantia Hills,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),94.6,NA,NA
Meghalaya,East Jantia Hills,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),49.1,NA,NA
Meghalaya,East Jantia Hills,42,Institutional births (%),48.4,NA,NA
Meghalaya,East Jantia Hills,73,Children under 5 years who are stunted (height-for-age)18 (%),49.8,NA,NA
Meghalaya,East Jantia Hills,74,Children under 5 years who are wasted (weight-for-height)18 (%),8.5,NA,NA
Meghalaya,East Jantia Hills,76,Children under 5 years who are underweight (weight-for-age)18 (%),23.6,NA,NA
Meghalaya,East Jantia Hills,77,Children under 5 years who are overweight (weight-for-height)20 (%),3.7,NA,NA
Meghalaya,East Khasi Hills,1,Female population age 6 years and above who ever attended school (%),88.7,90.3,-1.5999999999999943
Meghalaya,East Khasi Hills,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",851,923,-72
Meghalaya,East Khasi Hills,15,Women with 10 or more years of schooling (%),43.5,44,-0.5
Meghalaya,East Khasi Hills,17,Births in the 5 years preceding the survey that are third or higher order (%),4.2,4,0.20000000000000018
Meghalaya,East Khasi Hills,20,Any method6 (%),12.1,24.9,-12.799999999999999
Meghalaya,East Khasi Hills,21,Any modern method6 (%),10.6,20.4,-9.799999999999999
Meghalaya,East Khasi Hills,22,Female sterilization (%),4.3,11.8,-7.500000000000001
Meghalaya,East Khasi Hills,23,Male sterilization (%),0,0,0
Meghalaya,East Khasi Hills,24,IUD/PPIUD (%),2.4,2.8,-0.3999999999999999
Meghalaya,East Khasi Hills,25,Pill (%),1.8,3.1,-1.3
Meghalaya,East Khasi Hills,26,Condom (%),1.6,2.2,-0.6000000000000001
Meghalaya,East Khasi Hills,27,Injectables (%),0.2,0.5,-0.3
Meghalaya,East Khasi Hills,28,Total unmet need7 (%),33,23.5,9.5
Meghalaya,East Khasi Hills,29,Unmet need for spacing7 (%),25.2,17.2,8
Meghalaya,East Khasi Hills,30,Health worker ever talked to female non-users about family planning (%),22.7,22.6,0.09999999999999787
Meghalaya,East Khasi Hills,31,Current users ever told about side effects of current method8 (%),NA,69.3,NA
Meghalaya,East Khasi Hills,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),87.8,88.6,-0.7999999999999972
Meghalaya,East Khasi Hills,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),33.6,64.8,-31.199999999999996
Meghalaya,East Khasi Hills,42,Institutional births (%),63.4,66.8,-3.3999999999999986
Meghalaya,East Khasi Hills,73,Children under 5 years who are stunted (height-for-age)18 (%),44.6,48.6,-4
Meghalaya,East Khasi Hills,74,Children under 5 years who are wasted (weight-for-height)18 (%),11.2,11.1,0.09999999999999964
Meghalaya,East Khasi Hills,76,Children under 5 years who are underweight (weight-for-age)18 (%),23.8,30.4,-6.599999999999998
Meghalaya,East Khasi Hills,77,Children under 5 years who are overweight (weight-for-height)20 (%),4.5,2.9,1.6
Meghalaya,North Garo Hills,1,Female population age 6 years and above who ever attended school (%),91.3,NA,NA
Meghalaya,North Garo Hills,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",894,NA,NA
Meghalaya,North Garo Hills,15,Women with 10 or more years of schooling (%),38.4,NA,NA
Meghalaya,North Garo Hills,17,Births in the 5 years preceding the survey that are third or higher order (%),1.1,NA,NA
Meghalaya,North Garo Hills,20,Any method6 (%),19.2,NA,NA
Meghalaya,North Garo Hills,21,Any modern method6 (%),17.7,NA,NA
Meghalaya,North Garo Hills,22,Female sterilization (%),2.9,NA,NA
Meghalaya,North Garo Hills,23,Male sterilization (%),0,NA,NA
Meghalaya,North Garo Hills,24,IUD/PPIUD (%),3.4,NA,NA
Meghalaya,North Garo Hills,25,Pill (%),7.4,NA,NA
Meghalaya,North Garo Hills,26,Condom (%),3.2,NA,NA
Meghalaya,North Garo Hills,27,Injectables (%),0.7,NA,NA
Meghalaya,North Garo Hills,28,Total unmet need7 (%),25.2,NA,NA
Meghalaya,North Garo Hills,29,Unmet need for spacing7 (%),12.9,NA,NA
Meghalaya,North Garo Hills,30,Health worker ever talked to female non-users about family planning (%),8,NA,NA
Meghalaya,North Garo Hills,31,Current users ever told about side effects of current method8 (%),70.4,NA,NA
Meghalaya,North Garo Hills,37,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),85.8,NA,NA
Meghalaya,North Garo Hills,38,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),40.5,NA,NA
Meghalaya,North Garo Hills,42,Institutional births (%),61.5,NA,NA
Meghalaya,North Garo Hills,73,Children under 5 years who are stunted (height-for-age)18 (%),35.6,NA,NA
Meghalaya,North Garo Hills,74,Children under 5 years who are wasted (weight-for-height)18 (%),11.7,NA,NA
Meghalaya,North Garo Hills,76,Children under 5 years who are underweight (weight-for-age)18 (%),15.8,NA,NA
Meghalaya,North Garo Hills,77,Children under 5 years who are overweight (weight-for-height)20 (%),7.3,NA,NA
Meghalaya,Ribhoi,1,Female population age 6 years and above who ever attended school (%),85.3,79.3,6
Meghalaya,Ribhoi,4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",871,1113,-242
Meghalaya,Ribhoi,15,Women with 10 or more years of schooling (%),23.1,14.9,8.200000000000001
Meghalaya,Ribhoi,17,Births in the 5 years preceding the survey that are third or higher order (%),5.5,5.8,-0.2999999999999998
Meghalaya,Ribhoi,20,Any method6 (%),33.1,23.7,9.400000000000002
Meghalaya,Ribhoi,21,Any modern method6 (%),19.7,22.8,-3.1000000000000014
Meghalaya,Ribhoi,22,Female sterilization (%),6.3,6.6,-0.2999999999999998
Meghalaya,Ribhoi,23,Male sterilization (%),0,0,0
Meghalaya,Ribhoi,24,IUD/PPIUD (%),4.9,2,2.9000000000000004
Meghalaya,Ribhoi,25,Pill (%),3.7,11.1,-7.3999999999999995
